result_ID,race_ID,driver_ID,constructor_ID,q1_time,q2_time,q3_time,starting_position,race_position,points,total_laps,total_time,total_time_ms,fastest_lap,status
2220,108,17,19,01:29.4,,,14,17,0,15,,,,Suspension
2221,108,18,16,01:28.7,,,8,10,0,58,65.974,5748098,,Finished
2222,108,21,17,01:29.3,,,13,12,0,52,,,,Gearbox
2223,108,22,6,01:27.4,,,2,20,0,5,,,,Accident
2224,108,23,3,01:28.8,,,9,8,1,58,45.745,5727869,,Finished
2225,108,30,6,01:27.2,,,1,4,5,58,9.482,5691606,,Finished
2226,108,31,3,01:28.1,,,3,2,8,58,8.675,5690799,,Finished
2227,108,35,16,01:28.4,,,6,9,0,58,65.536,5747660,,Finished
2228,108,42,19,01:31.7,,,18,13,0,52,,,,Suspension
2229,108,43,7,01:29.5,,,16,18,0,7,,,,Spun off
2230,108,44,7,01:28.3,,,5,14,0,31,,,,Fuel pressure
2231,108,49,15,01:28.3,,,4,6,3,58,43.928,5726052,,Finished
2232,108,50,18,,,,20,11,0,57,,,,+1 Lap
2233,108,51,18,,,,19,16,0,16,,,,Radiator
2234,108,52,17,01:31.2,,,17,19,0,6,,,,Accident
2235,109,2,15,01:37.8,,,6,8,1,55,,,,+1 Lap
2236,109,4,4,01:37.0,,,1,3,6,56,64.007,5606202,,Finished
2237,109,8,1,01:37.9,,,7,1,10,56,32:22.2,5542195,,Finished
2238,109,14,1,01:37.5,,,4,18,0,2,,,,Electrical
2239,109,15,4,01:37.2,,,2,5,4,55,,,,+1 Lap
2240,109,17,19,01:38.6,,,16,16,0,35,,,,Engine
2241,109,18,16,01:38.1,,,9,7,2,55,,,,+1 Lap
2242,109,21,17,01:38.4,,,14,19,0,0,,,,Electrical
2243,109,22,6,01:37.6,,,5,2,8,56,39.286,5581481,,Finished
2244,109,23,3,01:38.8,,,17,4,5,56,88.026,5630221,,Finished
2245,109,30,6,01:37.4,,,3,6,3,55,,,,+1 Lap
2246,109,31,3,01:38.0,,,8,12,0,53,,,,+3 Laps
2247,109,35,16,01:38.3,,,12,20,0,0,,,,Electrical
2248,109,42,19,01:38.5,,,15,14,0,42,,,,Spun off
2249,109,43,7,01:38.1,,,11,11,0,55,,,,+1 Lap
2250,109,44,7,01:38.1,,,10,17,0,12,,,,Fuel pressure
2251,109,49,15,01:38.3,,,13,9,0,55,,,,+1 Lap
2252,109,50,18,01:40.4,,,18,13,0,52,,,,+4 Laps
2253,109,51,18,01:40.6,,,19,15,0,41,,,,Mechanical
2254,109,52,17,01:40.9,,,20,10,0,55,,,,+1 Lap
2255,110,2,15,01:14.6,,,12,20,0,8,,,,Engine
2256,110,4,4,01:14.4,,,10,3,6,54,6.348,5484096,,Finished
2257,110,8,1,01:13.9,,,4,2,8,54,0.945,5478693,,Finished
2258,110,14,1,01:13.8,,,2,4,5,54,8.096,5485844,,Finished
2259,110,15,4,01:14.0,,,5,8,1,54,45.927,5523675,,Finished
2260,110,17,19,01:13.9,,,3,9,0,53,,,,Accident
2261,110,18,16,01:14.5,,,11,12,0,33,,,,Accident
2262,110,21,17,01:14.2,,,8,1,10,54,31:17.7,5477748,,Finished
2263,110,22,6,01:13.8,,,1,11,0,47,,,,Fuel system
2264,110,23,3,01:14.1,,,6,7,2,54,38.526,5516274,,Finished
2265,110,30,6,01:14.1,,,7,14,0,27,,,,Accident
2266,110,31,3,01:14.2,,,9,15,0,25,,,,Accident
2267,110,35,16,01:14.7,,,13,6,3,54,16.054,5493802,,Finished
2268,110,42,19,01:15.3,,,17,16,0,25,,,,Accident
2269,110,43,7,01:15.6,,,18,10,0,53,,,,+1 Lap
2270,110,44,7,01:14.8,,,15,17,0,18,,,,Collision
2271,110,49,15,01:14.8,,,14,5,4,54,8.642,5486390,,Finished
2272,110,50,18,01:16.5,,,19,13,0,31,,,,Spun off
2273,110,51,18,01:16.6,,,20,19,0,16,,,,Spun off
2274,110,52,17,01:15.2,,,16,18,0,18,,,,Suspension
2275,111,2,15,01:23.7,,,11,10,0,61,,,,+1 Lap
2276,111,4,4,01:23.2,,,8,6,3,62,43.689,5335747,,Finished
2277,111,8,1,01:23.1,,,6,2,8,62,1.882,5293940,,Finished
2278,111,14,1,01:23.8,,,12,5,4,62,9.411,5301469,,Finished
2279,111,15,4,01:24.2,,,16,13,0,61,,,,+1 Lap
2280,111,17,19,01:23.0,,,5,16,0,54,,,,Driveshaft
2281,111,18,16,01:23.4,,,9,8,1,61,,,,+1 Lap
2282,111,21,17,01:24.3,,,17,15,0,57,,,,+5 Laps
2283,111,22,6,01:22.6,,,3,3,6,62,2.291,5294349,,Finished
2284,111,23,3,01:22.3,,,2,4,5,62,8.803,5300861,,Finished
2285,111,30,6,01:22.3,,,1,1,10,62,28:12.1,5292058,,Finished
2286,111,31,3,01:22.8,,,4,7,2,62,45.271,5337329,,Finished
2287,111,35,16,01:23.2,,,7,20,0,19,,,,Engine
2288,111,42,19,01:24.1,,,15,14,0,60,,,,+2 Laps
2289,111,43,7,01:23.8,,,13,12,0,61,,,,+1 Lap
2290,111,44,7,01:23.5,,,10,9,0,61,,,,+1 Lap
2291,111,49,15,01:23.9,,,14,11,0,61,,,,+1 Lap
2292,111,50,18,,,,20,18,0,38,,,,Electrical
2293,111,51,18,01:25.8,,,18,19,0,23,,,,Fuel rig
2294,111,52,17,01:26.4,,,19,17,0,51,,,,Oil line
2295,112,2,15,01:19.6,,,14,10,0,63,,,,+2 Laps
2296,112,4,4,01:18.2,,,3,2,8,65,5.716,5632649,,Finished
2297,112,8,1,,,,20,20,0,0,,,,Collision
2298,112,14,1,01:19.1,,,8,16,0,17,,,,Collision
2299,112,15,4,01:18.6,,,4,18,0,0,,,,Collision
2300,112,17,19,01:19.6,,,12,7,2,64,,,,+1 Lap
2301,112,18,16,01:18.7,,,5,9,0,63,,,,+2 Laps
2302,112,21,17,01:21.0,,,17,13,0,43,,,,Engine
2303,112,22,6,01:18.0,,,2,3,6,65,18.001,5644934,,Finished
2304,112,23,3,01:19.0,,,7,5,4,64,,,,+1 Lap
2305,112,30,6,01:17.8,,,1,1,10,65,33:46.9,5626933,,Finished
2306,112,31,3,01:19.4,,,9,4,5,65,62.022,5688955,,Finished
2307,112,35,16,01:19.6,,,11,17,0,12,,,,Electrical
2308,112,42,19,01:20.3,,,16,19,0,0,,,,Launch control
2309,112,43,7,01:19.6,,,13,6,3,64,,,,+1 Lap
2310,112,44,7,01:18.8,,,6,14,0,41,,,,Gearbox
2311,112,49,15,01:19.4,,,10,15,0,38,,,,Suspension
2312,112,50,18,01:22.2,,,19,12,0,62,,,,+3 Laps
2313,112,51,18,01:22.1,,,18,11,0,63,,,,+2 Laps
2314,112,52,17,01:20.2,,,15,8,1,63,,,,+2 Laps
2315,113,2,15,01:09.7,,,4,15,0,46,,,,Engine
2316,113,4,4,01:20.1,,,19,16,0,44,,,,Engine
2317,113,8,1,01:09.2,,,2,2,8,69,3.362,5048250,,Finished
2318,113,14,1,01:10.9,,,14,5,4,69,59.74,5104628,,Finished
2319,113,15,4,01:09.9,,,6,8,1,68,,,,+1 Lap
2320,113,17,19,01:11.7,,,17,7,2,68,,,,+1 Lap
2321,113,18,16,01:09.9,,,7,4,5,69,42.243,5087131,,Finished
2322,113,21,17,01:10.1,,,9,14,0,60,,,,Fuel system
2323,113,22,6,01:09.8,,,5,3,6,69,3.951,5048839,,Finished
2324,113,23,3,01:10.3,,,10,6,3,68,,,,+1 Lap
2325,113,30,6,01:09.1,,,1,1,10,69,24:04.9,5044888,,Finished
2326,113,31,3,01:09.4,,,3,17,0,32,,,,Engine
2327,113,35,16,01:10.6,,,12,12,0,68,,,,+1 Lap
2328,113,42,19,01:10.0,,,8,9,0,68,,,,+1 Lap
2329,113,43,7,01:10.8,,,13,10,0,68,,,,+1 Lap
2330,113,44,7,01:10.4,,,11,18,0,6,,,,Suspension
2331,113,49,15,01:11.3,,,15,20,0,0,,,,Clutch
2332,113,50,18,,,,20,19,0,0,,,,Clutch
2333,113,51,18,01:14.5,,,18,13,0,67,,,,+2 Laps
2334,113,52,17,01:11.5,,,16,11,0,68,,,,+1 Lap
2335,114,2,15,01:17.2,,,14,11,0,76,,,,+2 Laps
2336,114,4,4,01:15.9,,,8,5,4,78,36.251,6175261,,Finished
2337,114,8,1,01:15.3,,,2,2,8,78,0.602,6139612,,Finished
2338,114,14,1,01:15.7,,,6,7,2,78,41.227,6180237,,Finished
2339,114,15,4,01:15.5,,,4,6,3,78,40.972,6179982,,Finished
2340,114,17,19,01:16.2,,,9,17,0,16,,,,Hydraulics
2341,114,18,16,,,,20,20,0,0,,,,Injured
2342,114,21,17,01:17.0,,,12,10,0,77,,,,+1 Lap
2343,114,22,6,01:15.8,,,7,8,1,78,53.266,6192276,,Finished
2344,114,23,3,01:15.3,,,1,4,5,78,28.518,6167528,,Finished
2345,114,30,6,01:15.6,,,5,3,6,78,1.72,6140730,,Finished
2346,114,31,3,01:15.4,,,3,1,10,78,42:19.0,6139010,,Finished
2347,114,35,16,01:16.8,,,11,14,0,63,,,,Engine
2348,114,42,19,01:17.1,,,13,18,0,10,,,,Electrical
2349,114,43,7,01:16.7,,,10,9,0,77,,,,+1 Lap
2350,114,44,7,01:17.5,,,17,13,0,74,,,,+4 Laps
2351,114,49,15,01:17.4,,,15,19,0,0,,,,Accident
2352,114,50,18,01:18.7,,,18,16,0,28,,,,Fuel system
2353,114,51,18,01:20.1,,,19,15,0,29,,,,Fuel system
2354,114,52,17,01:17.5,,,16,12,0,76,,,,+2 Laps
2355,115,2,15,01:17.1,,,12,15,0,47,,,,Engine
2356,115,4,4,01:16.0,,,4,4,5,70,4.481,5478072,,Finished
2357,115,8,1,,,,20,6,3,70,70.502,5544093,,Finished
2358,115,14,1,01:17.0,,,11,14,0,47,,,,Gearbox
2359,115,15,4,01:16.7,,,8,16,0,22,,,,Accident
2360,115,17,19,01:16.2,,,6,7,2,69,,,,+1 Lap
2361,115,18,16,01:18.2,,,17,13,0,51,,,,Gearbox
2362,115,21,17,01:18.0,,,16,17,0,20,,,,Gearbox
2363,115,22,6,01:16.1,,,5,5,4,70,64.261,5537852,,Finished
2364,115,23,3,01:15.5,,,1,2,8,70,0.784,5474375,,Finished
2365,115,30,6,01:16.0,,,3,1,10,70,31:13.6,5473591,,Finished
2366,115,31,3,01:15.9,,,2,3,6,70,1.355,5474946,,Finished
2367,115,35,16,01:17.3,,,14,19,0,14,,,,Brakes
2368,115,42,19,01:17.3,,,13,10,0,64,,,,+4 Laps
2369,115,43,7,01:16.8,,,9,11,0,64,,,,+6 Laps
2370,115,44,7,01:16.6,,,7,8,1,69,,,,+1 Lap
2371,115,49,15,01:16.9,,,10,20,0,6,,,,Electronics
2372,115,50,18,01:18.0,,,15,9,0,68,,,,+2 Laps
2373,115,51,18,01:18.6,,,18,12,0,60,,,,Gearbox
2374,115,52,17,01:18.7,,,19,18,0,20,,,,Engine
2375,116,2,15,,,,20,8,1,59,,,,+1 Lap
2376,116,4,4,01:32.4,,,8,4,5,60,65.731,5749353,,Finished
2377,116,8,1,01:31.5,,,1,20,0,25,,,,Engine
2378,116,14,1,01:32.7,,,9,15,0,56,,,,+4 Laps
2379,116,15,4,01:32.0,,,6,18,0,37,,,,Fuel pressure
2380,116,17,19,01:33.1,,,11,6,3,59,,,,+1 Lap
2381,116,18,16,01:33.4,,,12,7,2,59,,,,+1 Lap
2382,116,21,17,01:33.6,,,13,12,0,58,,,,+2 Laps
2383,116,22,6,01:31.8,,,5,3,6,60,39.673,5723295,,Finished
2384,116,23,3,01:31.6,,,3,1,10,60,34:43.6,5683622,,Finished
2385,116,30,6,01:31.6,,,2,5,4,60,66.162,5749784,,Finished
2386,116,31,3,01:31.8,,,4,2,8,60,16.821,5700443,,Finished
2387,116,35,16,01:34.6,,,17,17,0,51,,,,Gearbox
2388,116,42,19,01:34.2,,,16,10,0,59,,,,+1 Lap
2389,116,43,7,01:32.9,,,10,16,0,53,,,,Engine
2390,116,44,7,01:32.4,,,7,19,0,37,,,,Spun off
2391,116,49,15,01:34.0,,,15,9,0,59,,,,+1 Lap
2392,116,50,18,01:36.3,,,18,14,0,57,,,,+3 Laps
2393,116,51,18,01:36.5,,,19,13,0,58,,,,+2 Laps
2394,116,52,17,01:33.8,,,14,11,0,58,,,,+2 Laps
2395,117,2,15,01:17.4,,,15,13,0,68,,,,+2 Laps
2396,117,4,4,01:16.1,,,7,18,0,43,,,,Engine
2397,117,8,1,01:15.5,,,4,4,5,70,38.047,5487260,,Finished
2398,117,14,1,01:15.6,,,5,5,4,70,40.289,5489502,,Finished
2399,117,15,4,01:16.0,,,6,17,0,45,,,,Engine
2400,117,17,19,01:16.3,,,9,6,3,70,66.38,5515593,,Finished
2401,117,18,16,01:17.1,,,14,20,0,23,,,,Fuel
2402,117,21,17,01:18.4,,,17,19,0,42,,,,Engine
2403,117,22,6,01:16.2,,,8,7,2,69,,,,+1 Lap
2404,117,23,3,01:15.0,,,1,1,10,70,30:49.2,5449213,,Finished
2405,117,30,6,01:15.5,,,3,3,6,70,19.568,5468781,,Finished
2406,117,31,3,01:15.1,,,2,2,8,70,13.813,5463026,,Finished
2407,117,35,16,01:17.0,,,12,9,0,69,,,,+1 Lap
2408,117,42,19,01:17.0,,,11,10,0,69,,,,+1 Lap
2409,117,43,7,01:17.1,,,13,11,0,69,,,,+1 Lap
2410,117,44,7,01:16.3,,,10,8,1,69,,,,+1 Lap
2411,117,49,15,01:17.6,,,16,12,0,68,,,,+2 Laps
2412,117,50,18,01:18.7,,,19,16,0,66,,,,+4 Laps
