result_ID,race_ID,driver_ID,constructor_ID,q1_time,q2_time,q3_time,starting_position,race_position,points,total_laps,total_time,total_time_ms,fastest_lap,status
23670,983,822,131,01:32.3,01:30.8,01:30.8,5,5,10,56,56.021,5457311,01:35.3,Finished
23671,983,825,210,01:33.4,,,17,12,0,55,,,01:37.2,+1 Lap
23672,983,828,15,01:34.0,,,19,18,0,54,,,01:36.6,+2 Laps
23673,983,830,9,01:31.9,01:30.9,01:30.5,3,1,25,56,30:01.3,5401290,01:34.5,Finished
23674,983,832,5,01:32.7,01:32.4,,14,19,0,29,,,01:38.1,Engine
23675,983,835,4,01:32.6,01:32.1,,12,15,0,55,,,01:37.2,+1 Lap
23676,983,836,15,01:33.5,,,18,17,0,55,,,01:36.4,+1 Lap
23677,983,838,1,01:32.8,01:31.8,01:31.6,7,7,6,55,,,01:35.9,+1 Lap
23678,983,839,10,01:32.5,01:31.7,01:31.5,6,10,1,55,,,01:37.1,+1 Lap
23679,983,840,3,01:33.0,01:32.3,,13,8,4,55,,,01:36.6,+1 Lap
23680,983,842,5,01:32.5,01:32.6,,15,14,0,55,,,01:37.2,+1 Lap
23681,984,1,131,01:29.0,01:27.8,01:27.3,1,1,25,53,27:31.2,5251194,01:33.8,Finished
23682,984,4,1,01:30.5,01:29.7,01:30.7,20,11,0,52,,,01:35.1,+1 Lap
23683,984,8,6,01:29.2,01:29.1,01:28.5,10,5,10,53,32.622,5283816,01:33.2,Finished
23684,984,13,3,01:30.4,01:29.7,01:29.5,8,10,1,52,,,01:35.9,+1 Lap
23685,984,20,6,01:29.4,01:28.2,01:27.8,2,19,0,4,,,02:06.5,Spark plugs
23686,984,154,210,01:30.8,,,13,9,2,53,89.883,5341077,01:35.3,Finished
23687,984,807,4,01:30.3,01:29.9,,11,17,0,40,,,01:35.9,Front wing
23688,984,815,10,01:29.7,01:29.3,01:29.3,7,7,6,53,71.424,5322618,01:34.7,Finished
23689,984,817,9,01:29.5,01:28.9,01:28.3,3,3,15,53,9.679,5260873,01:33.7,Finished
23690,984,822,131,01:29.3,01:28.5,01:27.7,6,4,12,53,10.58,5261774,01:33.1,Finished
23691,984,825,210,01:30.8,01:30.0,,12,8,4,53,88.953,5340147,01:35.3,Finished
23692,984,828,15,01:31.6,,,16,18,0,7,,,01:38.6,Accident
23693,984,830,9,01:29.2,01:28.7,01:28.3,4,2,18,53,1.211,5252405,01:33.7,Finished
23694,984,832,5,01:30.6,01:30.4,,19,20,0,0,,,,Accident
23695,984,835,4,01:30.5,01:30.0,,18,12,0,52,,,01:34.1,+1 Lap
23696,984,836,15,01:31.9,,,17,15,0,51,,,01:36.4,+2 Laps
23697,984,838,1,01:30.7,01:29.8,,9,14,0,52,,,01:33.7,+1 Lap
23698,984,839,10,01:30.1,01:29.2,01:29.1,5,6,8,53,67.788,5318982,01:34.8,Finished
23699,984,840,3,01:31.4,,,15,16,0,45,,,01:34.5,Wheel
23700,984,842,5,01:31.3,,,14,13,0,52,,,01:34.5,+1 Lap
23701,985,1,131,01:34.8,01:33.4,01:33.1,1,1,25,56,33:51.0,5630991,01:38.8,Finished
23702,985,4,1,01:35.7,01:35.0,01:35.0,8,17,0,24,,,01:41.5,Engine
23703,985,8,6,01:35.6,01:33.8,01:33.6,5,3,15,56,15.779,5646770,01:38.8,Finished
23704,985,13,3,01:35.6,01:35.2,,10,9,2,55,,,01:40.1,+1 Lap
23705,985,20,6,01:35.4,01:34.1,01:33.3,2,2,18,56,10.143,5641134,01:37.8,Finished
23706,985,154,210,01:36.8,01:35.9,,12,14,0,55,,,01:41.3,+1 Lap
23707,985,807,4,01:35.7,,,18,20,0,3,,,01:44.3,Engine
23708,985,815,10,01:36.4,01:34.8,01:35.1,9,8,4,55,,,01:40.9,+1 Lap
23709,985,817,9,01:36.0,01:34.5,01:33.6,4,18,0,14,,,01:40.1,Engine
23710,985,822,131,01:35.3,01:33.8,01:33.6,3,5,10,56,34.967,5665958,01:37.8,Finished
23711,985,825,210,01:37.4,,,17,16,0,55,,,01:37.9,+1 Lap
23712,985,826,5,01:36.1,01:35.5,,11,10,1,55,,,01:41.0,+1 Lap
23713,985,828,15,01:36.8,,,13,15,0,55,,,01:41.0,+1 Lap
23714,985,830,9,01:34.9,01:34.7,01:33.7,16,4,12,56,16.768,5647759,01:38.1,Finished
23715,985,832,4,01:35.5,01:34.9,01:34.9,7,7,6,56,92.944,5723935,01:40.5,Finished
23716,985,836,15,01:37.2,,,14,19,0,5,,,01:47.1,Collision
23717,985,838,1,01:36.3,01:35.6,,20,12,0,55,,,01:40.3,+1 Lap
23718,985,839,10,01:35.8,01:35.1,01:34.6,6,6,8,56,90.98,5721971,01:40.5,Finished
23719,985,840,3,01:36.9,,,15,11,0,55,,,01:39.7,+1 Lap
23720,985,843,5,01:36.9,,,19,13,0,55,,,01:40.0,+1 Lap
23721,986,1,131,01:17.5,01:17.0,01:16.9,3,9,2,70,,,01:19.9,+1 Lap
23722,986,4,1,01:17.7,,,18,10,1,70,,,01:21.0,+1 Lap
23723,986,8,6,01:18.1,01:17.5,01:17.2,5,3,15,71,54.007,5840559,01:20.1,Finished
23724,986,13,3,01:18.6,01:18.1,,10,11,0,70,,,01:21.1,+1 Lap
23725,986,20,6,01:17.7,01:16.9,01:16.5,1,4,12,71,70.078,5856630,01:18.8,Finished
23726,986,154,210,01:19.5,,,15,15,0,69,,,01:20.3,+2 Laps
23727,986,807,4,01:18.3,01:17.8,01:17.5,7,19,0,24,,,01:21.7,Electrical
23728,986,815,10,01:18.0,01:17.9,01:17.8,9,7,6,70,,,01:19.9,+1 Lap
23729,986,817,9,01:18.2,01:17.6,01:17.4,16,20,0,5,,,01:22.8,Engine
23730,986,822,131,01:17.6,01:17.2,01:17.0,4,2,18,71,19.678,5806230,01:19.4,Finished
23731,986,825,210,01:19.4,,,14,8,4,70,,,01:21.2,+1 Lap
23732,986,828,15,01:19.2,,,12,17,0,55,,,01:21.7,Engine
23733,986,830,9,01:17.6,01:16.5,01:16.6,2,1,25,71,36:26.6,5786552,01:18.9,Finished
23734,986,832,4,01:18.4,01:17.8,01:17.8,8,16,0,59,,,01:21.4,Engine
23735,986,836,15,01:19.3,,,13,14,0,69,,,01:21.6,+2 Laps
23736,986,838,1,01:18.6,,,19,12,0,70,,,01:21.0,+1 Lap
23737,986,839,10,01:18.3,01:17.8,01:17.4,6,5,10,70,,,01:20.9,+1 Lap
23738,986,840,3,01:18.9,01:19.2,,11,6,8,70,,,01:21.1,+1 Lap
23739,986,842,5,,,,20,13,0,70,,,01:20.9,+1 Lap
23740,986,843,5,01:18.7,,,17,18,0,30,,,01:22.6,Engine
23741,987,1,131,,,,20,4,12,71,5.468,5491730,01:11.8,Finished
23742,987,4,1,01:10.2,01:09.6,01:09.6,6,8,4,71,69.363,5555625,01:13.5,Finished
23743,987,8,6,01:09.4,01:09.1,01:08.5,3,3,15,71,4.6,5490862,01:12.5,Finished
23744,987,13,3,01:09.8,01:09.6,01:09.8,9,7,6,71,68.882,5555144,01:13.5,Finished
23745,987,20,6,01:09.6,01:08.5,01:08.4,2,1,25,71,31:26.3,5486262,01:12.5,Finished
23746,987,154,210,01:10.1,01:09.9,,11,15,0,69,,,01:13.5,+2 Laps
23747,987,807,4,01:10.1,01:09.7,01:09.7,7,10,1,70,,,01:13.8,+1 Lap
23748,987,815,10,01:10.1,01:09.8,01:09.6,5,9,2,71,69.5,5555762,01:13.1,Finished
23749,987,817,9,01:09.8,01:09.5,01:09.3,14,6,8,71,48.691,5534953,01:12.0,Finished
23750,987,822,131,01:09.5,01:08.6,01:08.3,1,2,18,71,2.762,5489024,01:12.5,Finished
23751,987,825,210,01:10.5,01:10.2,,13,20,0,0,,,,Accident
23752,987,828,15,01:10.9,,,17,13,0,70,,,01:13.7,+1 Lap
23753,987,830,9,01:09.8,01:09.0,01:08.9,4,5,10,71,32.94,5519202,01:11.0,Finished
23754,987,832,4,01:10.2,01:09.8,01:09.8,8,11,0,70,,,01:13.6,+1 Lap
23755,987,836,15,01:10.7,,,15,14,0,70,,,01:14.8,+1 Lap
23756,987,838,1,01:10.3,01:10.1,,12,19,0,0,,,,Accident
23757,987,839,10,01:10.2,01:09.8,,10,18,0,0,,,,Accident
23758,987,840,3,01:10.8,,,16,16,0,69,,,01:11.9,+2 Laps
23759,987,842,5,01:10.7,,,19,12,0,70,,,01:13.3,+1 Lap
23760,987,843,5,01:10.6,,,18,17,0,40,,,01:14.7,Engine
23761,988,1,131,01:37.4,01:36.7,01:36.4,2,2,18,55,3.899,5657961,01:41.5,Finished
23762,988,4,1,01:38.8,01:38.6,,11,9,2,54,,,01:43.4,+1 Lap
23763,988,8,6,01:37.5,01:37.3,01:37.0,5,4,12,55,45.386,5699448,01:42.3,Finished
23764,988,13,3,01:38.6,01:38.6,01:38.6,10,10,1,54,,,01:43.0,+1 Lap
23765,988,20,6,01:37.8,01:37.0,01:36.8,3,3,15,55,19.33,5673392,01:40.8,Finished
23766,988,154,210,01:39.5,,,16,11,0,54,,,01:42.4,+1 Lap
23767,988,807,4,01:38.8,01:38.1,01:38.3,7,6,8,55,85.713,5739775,01:42.4,Finished
23768,988,815,10,01:38.6,01:38.4,01:38.4,8,7,6,55,92.062,5746124,01:42.7,Finished
23769,988,817,9,01:38.0,01:37.6,01:37.0,4,20,0,20,,,01:42.8,Hydraulics
23770,988,822,131,01:37.4,01:36.8,01:36.2,1,1,25,55,34:14.1,5654062,01:40.7,Finished
23771,988,825,210,01:39.4,01:39.3,,14,13,0,54,,,01:43.9,+1 Lap
23772,988,828,15,01:40.0,,,19,17,0,54,,,01:43.6,+1 Lap
23773,988,830,9,01:38.0,01:37.8,01:37.3,6,5,10,55,46.269,5700331,01:42.0,Finished
23774,988,832,4,01:38.8,01:38.7,,12,19,0,31,,,01:43.4,Wheel
23775,988,836,15,01:39.9,,,18,14,0,54,,,01:43.9,+1 Lap
23776,988,838,1,01:38.8,01:38.8,,13,12,0,54,,,01:44.0,+1 Lap
23777,988,839,10,01:38.9,01:38.4,01:38.4,9,8,4,55,98.911,5752973,01:42.6,Finished
23778,988,840,3,01:39.5,01:39.6,,15,18,0,54,,,01:42.3,+1 Lap
23779,988,842,5,01:39.7,,,17,16,0,54,,,01:43.8,+1 Lap
23780,988,843,5,01:40.5,,,20,15,0,54,,,01:43.9,+1 Lap
23781,989,1,131,01:22.8,01:22.1,01:21.2,1,2,18,58,5.036,5378319,01:26.4,Finished
23782,989,4,1,01:23.6,01:23.7,,10,5,10,58,27.886,5401169,01:27.0,Finished
23783,989,8,6,01:23.1,01:22.5,01:21.8,2,3,15,58,6.309,5379592,01:26.4,Finished
23784,989,20,6,01:23.3,01:21.9,01:21.8,3,1,25,58,29:33.3,5373283,01:26.5,Finished
23785,989,154,210,01:23.7,01:23.5,01:23.3,6,16,0,24,,,01:28.8,Wheel
23786,989,807,4,01:23.8,01:23.5,01:23.5,7,7,6,58,32.671,5405954,01:27.1,Finished
23787,989,815,10,01:24.3,01:24.0,,12,11,0,58,46.817,5420100,01:27.6,Finished
23788,989,817,9,01:23.5,01:22.9,01:22.2,8,4,12,58,7.069,5380352,01:25.9,Finished
23789,989,822,131,01:23.7,01:22.1,,15,8,4,58,34.339,5407622,01:27.0,Finished
23790,989,825,210,01:23.9,01:23.3,01:23.2,5,17,0,22,,,01:29.5,Wheel
23791,989,828,15,01:24.6,,,17,19,0,5,,,01:32.2,Steering
23792,989,830,9,01:23.5,01:22.4,01:21.9,4,6,8,58,28.945,5402228,01:26.9,Finished
23793,989,832,4,01:23.5,01:23.1,01:23.6,9,10,1,58,45.722,5419005,01:27.9,Finished
23794,989,838,1,01:24.1,01:23.9,,11,9,2,58,34.921,5408204,01:27.0,Finished
23795,989,839,10,01:24.5,01:24.8,,14,12,0,58,60.278,5433561,01:27.6,Finished
23796,989,840,3,01:24.5,01:24.2,,13,14,0,58,78.288,5451571,01:28.5,Finished
23797,989,842,5,01:25.3,,,20,18,0,13,,,01:30.6,Engine
23798,989,843,5,01:24.5,,,16,15,0,57,,,01:28.2,+1 Lap
23799,989,844,15,01:24.6,,,18,13,0,58,75.759,5449042,01:28.8,Finished
23800,989,845,3,01:24.9,,,19,20,0,4,,,01:32.6,Brakes
23801,990,1,131,01:29.4,01:28.5,01:28.2,9,3,15,57,6.512,5528452,01:34.0,Finished
23802,990,4,1,01:30.5,01:30.2,,13,7,6,56,,,01:34.2,+1 Lap
23803,990,8,6,01:29.0,01:28.5,01:28.1,2,18,0,35,,,01:34.3,Wheel
23804,990,20,6,01:29.1,01:28.3,01:28.0,1,1,25,57,32:01.9,5521940,01:34.5,Finished
23805,990,154,210,01:30.5,,,16,13,0,56,,,01:34.7,+1 Lap
23806,990,807,4,01:30.3,01:29.2,01:29.6,7,6,8,57,99.024,5620964,01:34.7,Finished
23807,990,815,10,01:30.2,01:30.2,,12,16,0,56,,,01:35.3,+1 Lap
23808,990,817,9,01:29.6,01:29.0,01:28.4,4,20,0,1,,,,Electrical
23809,990,822,131,01:29.3,01:28.8,01:28.1,3,2,18,57,0.699,5522639,01:33.7,Finished
23810,990,825,210,01:29.6,01:29.6,01:29.4,6,5,10,57,75.046,5596986,01:34.3,Finished
23811,990,828,15,01:31.1,,,17,9,2,56,,,01:35.1,+1 Lap
23812,990,830,9,01:29.4,,,15,19,0,3,,,,Puncture
23813,990,832,4,01:29.9,01:29.8,01:30.0,10,11,0,56,,,01:35.5,+1 Lap
23814,990,838,1,01:30.5,01:30.5,,14,8,4,56,,,01:35.1,+1 Lap
23815,990,839,10,01:30.3,01:30.0,01:29.9,8,10,1,56,,,01:35.0,+1 Lap
23816,990,840,3,01:31.5,,,20,14,0,56,,,01:35.1,+1 Lap
23817,990,842,5,01:30.1,01:29.8,01:29.3,5,4,12,57,62.234,5584174,01:34.9,Finished
23818,990,843,5,01:30.4,01:30.1,,11,17,0,56,,,01:34.6,+1 Lap
23819,990,844,15,01:31.4,,,19,12,0,56,,,01:35.1,+1 Lap
23820,990,845,3,01:31.4,,,18,15,0,56,,,01:34.1,+1 Lap
23821,991,1,131,01:33.3,01:31.9,01:31.7,4,4,12,56,16.985,5753365,01:36.9,Finished
23822,991,4,1,01:33.4,01:33.2,,13,7,6,56,30.639,5767019,01:37.2,Finished
23823,991,8,6,01:32.5,01:32.3,01:31.2,2,3,15,56,9.637,5746017,01:36.5,Finished
23824,991,20,6,01:32.2,01:32.4,01:31.1,1,8,4,56,35.286,5771666,01:37.5,Finished
23825,991,154,210,01:33.2,01:32.5,01:32.9,10,17,0,56,65.296,5801676,01:37.4,Finished
23826,991,807,4,01:33.5,01:32.5,01:32.5,7,6,8,56,21.052,5757432,01:36.9,Finished
23827,991,815,10,01:33.5,01:32.9,01:32.8,8,12,0,56,44.725,5781105,01:37.7,Finished
23828,991,817,9,01:33.9,01:32.7,01:31.9,6,1,25,56,35:36.4,5736380,01:35.8,Finished
23829,991,822,131,01:32.9,01:32.1,01:31.6,3,2,18,56,8.894,5745274,01:37.0,Finished
23830,991,825,210,01:33.4,01:33.0,,11,10,1,56,39.594,5775974,01:38.2,Finished
23831,991,828,15,01:34.9,,,20,16,0,56,62.604,5798984,01:38.4,Finished
23832,991,830,9,01:32.9,01:32.8,01:31.8,5,5,10,56,20.436,5756816,01:36.2,Finished
23833,991,832,4,01:33.3,01:33.0,01:32.8,9,9,2,56,35.763,5772143,01:37.8,Finished
23834,991,838,1,01:33.8,01:33.5,,14,13,0,56,49.373,5785753,01:38.1,Finished
23835,991,839,10,01:33.6,01:33.1,,12,11,0,56,44.05,5780430,01:38.0,Finished
23836,991,840,3,01:34.3,,,18,14,0,56,55.49,5791870,01:38.5,Finished
23837,991,842,5,01:34.1,,,17,18,0,56,66.33,5802710,01:38.4,Finished
23838,991,843,5,01:34.0,01:33.8,,15,20,0,51,,,01:39.4,Collision damage
23839,991,844,15,01:34.5,,,19,19,0,56,82.575,5818955,01:38.8,Finished
23840,991,845,3,01:34.1,,,16,15,0,56,58.241,5794621,01:38.6,Finished
23841,992,1,131,01:42.7,01:42.7,01:41.7,2,1,25,51,43:44.3,6224291,01:45.4,Finished
23842,992,4,1,01:44.0,01:44.0,,12,7,6,51,10.931,6235222,01:47.4,Finished
23843,992,8,6,01:42.5,01:42.5,01:42.5,6,2,18,51,2.46,6226751,01:46.5,Finished
23844,992,20,6,01:42.8,01:43.0,01:41.5,1,4,12,51,5.329,6229620,01:45.5,Finished
23845,992,154,210,,,,20,15,0,42,,,01:46.9,Accident
23846,992,807,4,01:43.7,01:43.2,01:43.1,14,18,0,10,,,01:48.9,Accident
23847,992,815,10,01:44.0,01:43.4,01:42.5,8,3,15,51,4.024,6228315,01:46.2,Finished
23848,992,817,9,01:42.9,01:43.5,01:41.9,4,17,0,39,,,01:45.4,Collision
23849,992,822,131,01:43.4,01:42.7,01:41.8,3,14,0,48,,,01:45.1,Puncture
23850,992,825,210,01:43.7,01:44.8,,15,13,0,51,40.663,6264954,01:48.2,Finished
23851,992,828,15,01:45.5,,,18,11,0,51,18.512,6242803,01:47.9,Finished
23852,992,830,9,01:42.6,01:42.9,01:42.0,5,16,0,39,,,01:45.8,Collision
23853,992,832,4,01:43.4,01:43.5,01:43.4,9,5,10,51,7.515,6231806,01:46.9,Finished
23854,992,838,1,01:44.5,,,16,9,2,51,14.152,6238443,01:47.7,Finished
23855,992,839,10,01:43.0,01:43.0,01:42.5,7,19,0,0,,,,Collision
23856,992,840,3,01:44.4,01:43.6,,10,8,4,51,12.546,6236837,01:46.8,Finished
23857,992,842,5,01:44.5,,,17,12,0,51,24.72,6249011,01:48.0,Finished
23858,992,843,5,01:57.4,,,19,10,1,51,18.03,6242321,01:48.3,Finished
23859,992,844,15,01:43.8,01:44.1,,13,6,8,51,9.158,6233449,01:47.4,Finished
23860,992,845,3,01:44.3,01:43.9,,11,20,0,0,,,,Collision
23861,993,1,131,01:17.6,01:17.2,01:16.2,1,1,25,66,35:30.0,5729972,01:19.1,Finished
23862,993,4,1,01:18.3,01:18.1,01:17.7,8,8,4,65,,,01:20.7,+1 Lap
23863,993,8,6,01:17.5,01:17.1,01:16.6,4,17,0,25,,,01:21.5,Turbo
23864,993,20,6,01:17.0,01:16.8,01:16.3,3,4,12,66,27.584,5757556,01:19.1,Finished
23865,993,154,210,01:18.3,01:17.7,01:17.8,10,18,0,0,,,,Collision
23866,993,807,4,01:18.9,,,16,20,0,0,,,,Collision
23867,993,815,10,01:18.7,01:19.1,,15,9,2,64,,,01:21.1,+2 Laps
23868,993,817,9,01:17.6,01:17.6,01:16.8,6,5,10,66,50.058,5780030,01:18.4,Finished
23869,993,822,131,01:17.7,01:17.1,01:16.2,2,2,18,66,20.593,5750565,01:19.5,Finished
23870,993,825,210,01:18.2,01:17.6,01:17.7,7,6,8,65,,,01:20.2,+1 Lap
23871,993,828,15,01:19.5,,,17,13,0,64,,,01:22.5,+2 Laps
23872,993,830,9,01:17.4,01:17.3,01:16.8,5,3,15,66,26.873,5756845,01:19.4,Finished
23873,993,832,4,01:18.5,01:17.8,01:17.8,9,7,6,65,,,01:21.3,+1 Lap
23874,993,838,1,01:18.9,01:18.3,,11,15,0,45,,,01:22.6,Gearbox
23875,993,839,10,01:18.8,01:18.7,,13,16,0,38,,,01:22.1,Oil leak
23876,993,840,3,01:20.2,,,18,11,0,64,,,01:22.1,+2 Laps
23877,993,842,5,01:18.5,01:18.5,,12,19,0,0,,,,Collision
23878,993,843,5,,,,20,12,0,64,,,01:21.4,+2 Laps
23879,993,844,15,01:18.7,01:18.9,,14,10,1,64,,,01:22.1,+2 Laps
23880,993,845,3,01:19.7,,,19,14,0,63,,,01:22.7,+3 Laps
23881,994,1,131,01:12.5,01:11.6,01:11.2,3,3,15,78,17.013,6191820,01:16.3,Finished
23882,994,4,1,01:12.7,01:12.3,01:12.1,7,20,0,52,,,01:17.0,Gearbox
23883,994,8,6,01:12.6,01:11.4,01:11.3,4,4,12,78,18.127,6192934,01:16.4,Finished
23884,994,20,6,01:12.4,01:11.5,01:11.0,2,2,18,78,7.336,6182143,01:16.1,Finished
23885,994,154,210,01:12.9,01:12.7,,18,15,0,77,,,01:14.8,+1 Lap
23886,994,807,4,01:13.1,01:12.4,,11,8,4,78,24.839,6199646,01:16.1,Finished
23887,994,815,10,01:12.8,01:12.2,01:12.2,9,12,0,78,70.461,6245268,01:17.5,Finished
23888,994,817,9,01:12.0,01:11.3,01:10.8,1,1,25,78,42:54.8,6174807,01:15.6,Finished
23889,994,822,131,01:12.4,01:12.0,01:11.4,5,5,10,78,18.822,6193629,01:16.3,Finished
23890,994,825,210,01:13.4,,,19,13,0,78,74.823,6249630,01:17.5,Finished
23891,994,828,15,01:13.3,,,16,11,0,78,69.864,6244671,01:16.9,Finished
23892,994,830,9,,,,20,9,2,78,25.317,6200124,01:14.3,Finished
23893,994,832,4,01:12.9,01:12.3,01:12.1,8,10,1,78,69.013,6243820,01:17.5,Finished
23894,994,838,1,01:12.5,01:12.4,,12,14,0,77,,,01:16.9,+1 Lap
23895,994,839,10,01:13.0,01:12.2,01:12.1,6,6,8,78,23.667,6198474,01:17.0,Finished
23896,994,840,3,01:13.3,,,17,17,0,76,,,01:14.9,+2 Laps
23897,994,842,5,01:12.9,01:12.3,01:12.2,10,7,6,78,24.331,6199138,01:17.1,Finished
23898,994,843,5,01:13.2,,,15,19,0,70,,,01:17.2,Collision
23899,994,844,15,01:12.8,01:12.7,,14,18,0,70,,,01:17.7,Collision
23900,994,845,3,01:12.7,01:12.5,,13,16,0,77,,,01:15.3,+1 Lap
23901,995,1,131,01:11.8,01:11.7,01:11.0,4,5,10,68,21.559,5332936,01:14.2,Finished
23902,995,4,1,01:13.0,01:12.9,,14,18,0,40,,,01:16.2,Exhaust
23903,995,8,6,01:11.7,01:11.6,01:11.1,5,6,8,68,27.184,5338561,01:14.1,Finished
23904,995,20,6,01:11.7,01:11.5,01:10.8,1,1,25,68,28:31.4,5311377,01:14.0,Finished
23905,995,154,210,,,,20,12,0,67,,,01:15.5,+1 Lap
23906,995,807,4,01:12.8,01:11.9,01:12.0,7,7,6,67,,,01:15.6,+1 Lap
23907,995,815,10,01:12.7,01:12.4,01:12.7,10,14,0,67,,,01:15.1,+1 Lap
23908,995,817,9,01:12.5,01:11.4,01:11.1,6,4,12,68,20.892,5332269,01:14.2,Finished
23909,995,822,131,01:11.9,01:11.5,01:10.9,2,2,18,68,7.376,5318753,01:14.0,Finished
23910,995,825,210,01:12.7,01:12.6,,11,13,0,67,,,01:15.4,+1 Lap
23911,995,828,15,01:14.6,,,19,15,0,66,,,01:16.4,+2 Laps
23912,995,830,9,01:12.0,01:11.5,01:10.9,3,3,15,68,8.36,5319737,01:13.9,Finished
23913,995,832,4,01:12.7,01:12.1,01:12.2,9,8,4,67,,,01:15.7,+1 Lap
23914,995,838,1,01:13.0,01:12.9,,15,16,0,66,,,01:15.8,+2 Laps
23915,995,839,10,01:12.6,01:12.1,01:12.1,8,9,2,67,,,01:15.6,+1 Lap
23916,995,840,3,01:13.6,,,17,20,0,0,,,,Collision
23917,995,842,5,01:13.0,,,16,11,0,67,,,01:15.7,+1 Lap
23918,995,843,5,01:12.6,01:12.6,,12,19,0,0,,,,Collision
23919,995,844,15,01:12.9,01:12.7,,13,10,1,67,,,01:15.5,+1 Lap
23920,995,845,3,01:13.6,,,18,17,0,66,,,01:15.9,+2 Laps
23921,996,1,131,01:31.3,01:30.6,01:30.0,1,1,25,53,30:11.4,5411385,01:34.5,Finished
23922,996,4,1,01:33.0,,,16,16,0,50,,,01:35.1,Wheel
23923,996,8,6,01:31.6,01:30.8,01:31.1,6,3,15,53,25.888,5437273,01:34.4,Finished
23924,996,20,6,01:31.8,01:30.8,01:30.4,3,5,10,53,61.935,5473320,01:34.5,Finished
23925,996,154,210,01:32.1,01:31.5,,10,11,0,52,,,01:35.7,+1 Lap
23926,996,807,4,01:32.9,01:32.1,,12,9,2,53,91.989,5503374,01:35.9,Finished
23927,996,815,10,01:32.7,01:32.5,,13,18,0,27,,,01:38.3,Engine
23928,996,817,9,01:31.9,01:31.5,01:30.9,5,4,12,53,34.736,5446121,01:35.4,Finished
23929,996,822,131,01:31.8,01:31.2,01:30.1,2,7,6,53,80.632,5492017,01:34.2,Finished
23930,996,825,210,01:32.2,01:31.5,01:32.9,9,6,8,53,79.364,5490749,01:35.4,Finished
23931,996,828,15,01:32.8,01:32.8,,15,13,0,52,,,01:36.5,+1 Lap
23932,996,830,9,01:31.5,01:30.8,01:30.7,4,2,18,53,7.09,5418475,01:34.3,Finished
23933,996,832,4,01:32.4,01:32.0,01:32.1,7,8,4,53,87.184,5498569,01:35.6,Finished
23934,996,838,1,01:33.2,,,17,12,0,52,,,01:36.7,+1 Lap
23935,996,839,10,01:32.8,01:32.1,,11,19,0,0,,,,Collision
23936,996,840,3,01:33.7,,,19,17,0,48,,,01:38.3,Puncture
23937,996,842,5,01:32.4,01:32.5,,14,20,0,0,,,,Collision
23938,996,843,5,01:33.0,,,20,14,0,52,,,01:36.8,+1 Lap
23939,996,844,15,01:32.5,01:32.1,01:32.6,8,10,1,53,93.873,5505258,01:36.0,Finished
23940,996,845,3,01:33.6,,,18,15,0,52,,,01:38.3,+1 Lap
23941,997,1,131,01:04.1,01:03.6,01:03.1,2,16,0,62,,,01:07.2,Fuel pressure
23942,997,4,1,01:05.0,01:05.1,,13,8,4,70,,,01:08.7,+1 Lap
23943,997,8,6,01:04.2,01:04.0,01:03.7,3,2,18,71,1.504,4917528,01:07.0,Finished
23944,997,20,6,01:04.3,01:03.5,01:03.5,6,3,15,71,3.181,4919205,01:07.1,Finished
23945,997,154,210,01:04.2,01:04.1,01:03.9,5,4,12,70,,,01:09.1,+1 Lap
23946,997,807,4,01:04.9,01:04.7,01:05.0,10,20,0,11,,,01:10.4,Engine
23947,997,815,10,01:05.3,,,16,7,6,70,,,01:08.5,+1 Lap
23948,997,817,9,01:04.7,01:04.4,01:04.0,7,18,0,53,,,01:07.6,Exhaust
23949,997,822,131,01:04.2,01:03.8,01:03.1,1,19,0,13,,,01:09.0,Hydraulics
23950,997,825,210,01:04.5,01:04.3,01:04.1,8,5,10,70,,,01:08.5,+1 Lap
23951,997,828,15,01:05.5,,,20,10,1,70,,,01:08.2,+1 Lap
23952,997,830,9,01:04.3,01:04.0,01:03.8,4,1,25,71,21:56.0,4916024,01:07.4,Finished
23953,997,832,4,01:04.9,01:04.6,01:04.7,9,12,0,70,,,01:08.8,+1 Lap
23954,997,838,1,01:05.3,,,15,15,0,65,,,01:08.9,Collision damage
23955,997,839,10,01:05.1,01:04.8,,11,6,8,70,,,01:08.8,+1 Lap
23956,997,840,3,01:05.3,01:05.3,,14,14,0,69,,,01:09.2,+2 Laps
23957,997,842,5,01:05.0,01:04.9,,12,11,0,70,,,01:09.3,+1 Lap
23958,997,843,5,01:05.4,,,19,17,0,54,,,01:09.2,Hydraulics
23959,997,844,15,01:05.0,01:05.0,,18,9,2,70,,,01:09.0,+1 Lap
23960,997,845,3,01:05.3,,,17,13,0,69,,,01:09.0,+2 Laps
23961,998,1,131,01:26.8,01:26.3,01:25.9,1,2,18,52,2.264,5252048,01:31.2,Finished
23962,998,4,1,01:28.2,01:28.1,,13,8,4,52,31.115,5280899,01:33.5,Finished
23963,998,8,6,01:27.5,01:26.5,01:26.0,3,3,15,52,3.652,5253436,01:30.8,Finished
23964,998,20,6,01:26.6,01:26.4,01:25.9,2,1,25,52,27:29.8,5249784,01:30.7,Finished
23965,998,154,210,01:28.1,01:27.5,01:27.5,8,16,0,37,,,01:34.4,Collision
23966,998,807,4,01:28.0,01:27.9,,11,6,8,52,28.22,5278004,01:33.4,Finished
