year,constructor_ID,constructor_name,entries,races,points,points_per_race,avg_starting_position,avg_finish_position,avg_position_change,q3_starts,q3_rate,issues,issue_rate,podiums,wins,final_constructor_position,final_constructor_points,is_mclaren
2009,1,McLaren,34,17,71.0,4.1765,10.0882,10.4118,-0.3235,15,0.4412,9,0.2647,5,2,3,71,1
2009,2,BMW Sauber,34,17,36.0,2.1176,11.3529,11.0882,0.2647,13,0.3824,6,0.1765,2,0,6,36,0
2009,3,Williams,34,17,34.0,2.0,10.1176,10.9706,-0.8529,18,0.5294,6,0.1765,0,0,7,34,0
2009,4,Renault,34,17,26.0,1.5294,11.8824,12.4118,-0.5294,13,0.3824,7,0.2059,1,0,8,26,0
2009,5,Toro Rosso,34,17,8.0,0.4706,15.4118,14.9118,0.5,3,0.0882,14,0.4118,0,0,10,8,0
2009,6,Ferrari,34,17,70.0,4.1176,9.7353,9.7941,-0.0588,20,0.5882,6,0.1765,6,1,4,70,0
2009,7,Toyota,34,17,59.0,3.4706,10.3824,9.5588,0.8235,18,0.5294,5,0.1471,5,0,5,60,0
2009,10,Force India,34,17,13.0,0.7647,14.7647,13.9412,0.8235,6,0.1765,8,0.2353,1,0,9,13,0
2009,9,Red Bull,34,17,154.0,9.0588,5.5588,7.0294,-1.4706,31,0.9118,7,0.2059,16,6,2,154,0
2009,23,Brawn,34,17,172.0,10.1176,5.1176,4.8824,0.2353,30,0.8824,2,0.0588,15,8,1,172,0
2008,1,McLaren,36,18,151.0,8.3889,4.1389,6.5556,-2.4167,35,0.9722,5,0.1389,13,6,2,151,1
2008,2,BMW Sauber,36,18,135.0,7.5,7.4167,6.0556,1.3611,27,0.75,2,0.0556,11,1,3,135,0
2008,3,Williams,36,18,26.0,1.4444,13.5833,11.7778,1.8056,8,0.2222,4,0.1111,2,0,8,26,0
2008,4,Renault,36,18,80.0,4.4444,10.1667,10.25,-0.0833,18,0.5,12,0.3333,4,2,4,80,0
2008,5,Toro Rosso,36,18,39.0,2.1667,12.3333,12.8611,-0.5278,15,0.4167,11,0.3056,1,1,6,39,0
2008,6,Ferrari,36,18,172.0,9.5556,3.6667,6.5278,-2.8611,34,0.9444,8,0.2222,19,8,1,172,0
2008,7,Toyota,36,18,56.0,3.1111,9.3333,9.9722,-0.6389,22,0.6111,7,0.1944,2,0,5,56,0
2008,8,Super Aguri,8,4,0.0,0.0,20.75,15.625,5.125,0,0.0,3,0.375,0,0,11,0,0
2008,9,Red Bull,36,18,29.0,1.6111,11.0,11.6111,-0.6111,15,0.4167,8,0.2222,1,0,7,29,0
2008,10,Force India,36,18,0.0,0.0,18.75,16.8889,1.8611,0,0.0,18,0.5,0,0,10,0,0
2008,11,Honda,36,18,14.0,0.7778,14.7778,13.8056,0.9722,2,0.0556,9,0.25,1,0,9,14,0
2007,1,McLaren,34,17,218.0,12.8235,2.8824,3.9706,-1.0882,33,0.9706,2,0.0588,24,8,11,218,1
2007,2,BMW Sauber,34,17,101.0,5.9412,6.1471,7.7353,-1.5882,34,1.0,6,0.1765,2,0,2,101,0
2007,3,Williams,34,17,33.0,1.9412,12.6765,11.6765,1.0,11,0.3235,8,0.2353,1,0,4,33,0
2007,4,Renault,34,17,51.0,3.0,10.7647,9.5,1.2647,18,0.5294,5,0.1471,1,0,3,51,0
2007,6,Ferrari,34,17,204.0,12.0,3.8824,4.9706,-1.0882,31,0.9118,4,0.1176,22,9,1,204,0
2007,8,Super Aguri,34,17,4.0,0.2353,16.6471,15.0,1.6471,1,0.0294,10,0.2941,0,0,9,4,0
2007,9,Red Bull,34,17,24.0,1.4118,11.2059,13.4412,-2.2353,15,0.4412,14,0.4118,1,0,5,24,0
2007,7,Toyota,34,17,13.0,0.7647,10.7647,13.0294,-2.2647,20,0.5882,10,0.2941,0,0,6,13,0
2007,12,Spyker,34,17,1.0,0.0588,20.8529,17.3824,3.4706,0,0.0,16,0.4706,0,0,10,1,0
2007,11,Honda,34,17,6.0,0.3529,14.4706,13.2941,1.1765,5,0.1471,9,0.2647,0,0,8,6,0
2007,5,Toro Rosso,34,17,8.0,0.4706,16.2059,16.5,-0.2941,1,0.0294,19,0.5588,0,0,7,8,0
2006,2,BMW Sauber,36,18,36.0,2.0,10.8056,10.8611,-0.0556,19,0.5278,9,0.25,2,0,5,36,0
2006,3,Williams,36,18,11.0,0.6111,12.1111,15.0278,-2.9167,13,0.3611,20,0.5556,0,0,8,11,0
2006,4,Renault,36,18,206.0,11.4444,4.9444,4.9167,0.0278,33,0.9167,4,0.1111,19,8,1,206,0
2006,1,McLaren,36,18,110.0,6.1111,6.8889,9.5,-2.6111,29,0.8056,13,0.3611,9,0,3,110,1
2006,8,Super Aguri,36,18,0.0,0.0,20.1389,17.25,2.8889,0,0.0,19,0.5278,0,0,11,0,0
2006,6,Ferrari,36,18,201.0,11.1667,6.0556,5.25,0.8056,28,0.7778,5,0.1389,19,9,2,201,0
2006,9,Red Bull,36,18,16.0,0.8889,13.7778,13.2778,0.5,6,0.1667,13,0.3611,1,0,7,16,0
2006,7,Toyota,36,18,35.0,1.9444,10.1944,11.9444,-1.75,20,0.5556,13,0.3611,1,0,6,35,0
2006,11,Honda,36,18,86.0,4.7778,7.6944,8.7778,-1.0833,28,0.7778,7,0.1944,3,1,4,86,0
2006,5,Toro Rosso,36,18,1.0,0.0556,15.8056,13.6389,2.1667,0,0.0,10,0.2778,0,0,9,1,0
2006,13,MF1,28,14,0.0,0.0,17.7857,15.75,2.0357,0,0.0,12,0.4286,0,0,10,0,0
2006,14,Spyker MF1,8,4,0.0,0.0,19.125,17.125,2.0,0,0.0,3,0.375,0,0,12,0,0
2005,3,Williams,38,19,66.0,3.4737,9.3158,11.0263,-1.7105,0,0.0,13,0.3421,4,0,5,66,0
2005,4,Renault,38,19,191.0,10.0526,4.8421,6.1316,-1.2895,0,0.0,8,0.2105,18,8,1,191,0
2005,1,McLaren,38,19,182.0,9.5789,6.6053,6.8421,-0.2368,0,0.0,11,0.2895,18,10,2,182,1
2005,16,BAR,34,17,38.0,2.2353,8.5,11.5294,-3.0294,0,0.0,13,0.3824,2,0,6,38,0
2005,15,Sauber,38,19,20.0,1.0526,12.1842,11.2632,0.9211,0,0.0,9,0.2368,0,0,8,20,0
2005,9,Red Bull,38,19,34.0,1.7895,11.2105,11.4737,-0.2632,0,0.0,11,0.2895,0,0,7,34,0
2005,7,Toyota,38,19,88.0,4.6316,7.4474,8.2368,-0.7895,0,0.0,6,0.1579,5,0,4,88,0
2005,6,Ferrari,38,19,100.0,5.2632,9.3684,8.5,0.8684,0,0.0,8,0.2105,9,1,3,100,0
2005,18,Minardi,38,19,7.0,0.3684,17.4474,15.2895,2.1579,0,0.0,15,0.3947,0,0,10,7,0
2005,17,Jordan,38,19,12.0,0.6316,16.9211,13.8684,3.0526,0,0.0,6,0.1579,1,0,9,12,0
2004,17,Jordan,36,18,5.0,0.2778,16.3611,14.7222,1.6389,0,0.0,15,0.4167,0,0,9,5,0
2004,4,Renault,36,18,105.0,5.8333,7.4722,7.8333,-0.3611,0,0.0,8,0.2222,6,1,3,105,0
2004,1,McLaren,36,18,69.0,3.8333,8.75,10.4722,-1.7222,0,0.0,12,0.3333,4,1,5,69,1
2004,16,BAR,36,18,119.0,6.6111,6.8611,7.8333,-0.9722,0,0.0,9,0.25,11,0,2,119,0
2004,15,Sauber,36,18,34.0,1.8889,12.8611,9.7222,3.1389,0,0.0,5,0.1389,0,0,6,34,0
2004,19,Jaguar,36,18,10.0,0.5556,11.6944,12.8333,-1.1389,0,0.0,12,0.3333,0,0,7,10,0
2004,6,Ferrari,36,18,262.0,14.5556,4.25,3.3056,0.9444,0,0.0,2,0.0556,29,15,1,262,0
2004,3,Williams,36,18,88.0,4.8889,6.3889,8.7778,-2.3889,0,0.0,11,0.3056,4,1,4,88,0
2004,7,Toyota,36,18,9.0,0.5,11.8056,13.4167,-1.6111,0,0.0,12,0.3333,0,0,8,9,0
2004,18,Minardi,36,18,1.0,0.0556,18.5556,16.0833,2.4722,0,0.0,16,0.4444,0,0,10,1,0
2003,15,Sauber,32,16,19.0,1.1875,12.7812,12.125,0.6562,0,0.0,11,0.3438,1,0,6,19,0
2003,4,Renault,32,16,88.0,5.5,7.5938,9.0938,-1.5,0,0.0,10,0.3125,5,1,4,88,0
2003,1,McLaren,32,16,142.0,8.875,7.6562,7.0938,0.5625,0,0.0,8,0.25,13,2,3,142,1
2003,19,Jaguar,32,16,18.0,1.125,11.8438,12.4375,-0.5938,0,0.0,16,0.5,0,0,7,18,0
2003,16,BAR,32,16,26.0,1.625,11.8125,11.8438,-0.0312,0,0.0,14,0.4375,0,0,5,26,0
2003,17,Jordan,32,16,13.0,0.8125,15.5625,13.8125,1.75,0,0.0,17,0.5312,1,1,9,13,0
2003,6,Ferrari,32,16,158.0,9.875,3.9375,6.0938,-2.1562,0,0.0,6,0.1875,16,8,1,158,0
2003,3,Williams,32,16,144.0,9.0,5.0312,6.4375,-1.4062,0,0.0,5,0.1562,12,4,2,144,0
2003,7,Toyota,32,16,16.0,1.0,10.125,12.0,-1.875,0,0.0,12,0.375,0,0,8,16,0
2003,18,Minardi,32,16,0.0,0.0,18.6875,14.0625,4.625,0,0.0,12,0.375,0,0,10,0,0
2002,15,Sauber,34,17,11.0,0.6471,10.9118,10.6176,0.2941,0,0.0,11,0.3235,0,0,5,11,0
2002,1,McLaren,34,17,65.0,3.8235,5.6176,9.3824,-3.7647,0,0.0,15,0.4412,10,1,3,65,1
2002,17,Jordan,34,17,9.0,0.5294,12.9412,12.6471,0.2941,0,0.0,16,0.4706,0,0,6,9,0
2002,4,Renault,34,17,23.0,1.3529,9.5,10.9118,-1.4118,0,0.0,18,0.5294,0,0,4,23,0
2002,18,Minardi,32,17,2.0,0.1176,19.5625,14.9688,4.5938,0,0.0,17,0.5312,0,0,9,2,0
2002,6,Ferrari,34,17,221.0,13.0,2.3529,4.1471,-1.7941,0,0.0,5,0.1471,27,15,1,221,0
2002,3,Williams,34,17,92.0,5.4118,3.2059,7.0,-3.7941,0,0.0,9,0.2647,13,1,2,92,0
2002,16,BAR,34,17,7.0,0.4118,12.7059,12.6765,0.0294,0,0.0,19,0.5588,0,0,8,7,0
2002,19,Jaguar,34,17,8.0,0.4706,15.8824,13.0588,2.8235,0,0.0,19,0.5588,1,0,7,8,0
2002,21,Arrows,24,12,2.0,0.1667,14.5833,14.9583,-0.375,0,0.0,16,0.6667,0,0,11,2,0
2002,7,Toyota,34,17,2.0,0.1176,14.5882,13.7941,0.7941,0,0.0,16,0.4706,0,0,10,2,0
2001,15,Sauber,34,17,21.0,1.2353,10.0588,11.4412,-1.3824,0,0.0,13,0.3824,1,0,4,21,0
2001,18,Minardi,34,17,0.0,0.0,20.0,15.5,4.5,0,0.0,19,0.5588,0,0,11,0,0
2001,1,McLaren,34,17,102.0,6.0,4.6471,8.2647,-3.6176,0,0.0,12,0.3529,13,4,2,102,1
2001,17,Jordan,34,17,19.0,1.1176,8.3824,11.7647,-3.3824,0,0.0,17,0.5,0,0,5,19,0
2001,22,Benetton,34,17,10.0,0.5882,16.0588,12.6471,3.4118,0,0.0,14,0.4118,1,0,7,10,0
2001,6,Ferrari,34,17,179.0,10.5294,3.0882,4.9118,-1.8235,0,0.0,6,0.1765,24,9,1,179,0
2001,3,Williams,34,17,80.0,4.7059,4.4118,10.3529,-5.9412,0,0.0,18,0.5294,9,4,3,80,0
2001,16,BAR,34,17,17.0,1.0,11.0882,11.2059,-0.1176,0,0.0,12,0.3529,2,0,6,17,0
2001,21,Arrows,34,17,1.0,0.0588,18.2647,13.9706,4.2941,0,0.0,16,0.4706,0,0,10,1,0
2001,19,Jaguar,34,17,9.0,0.5294,13.5882,13.8824,-0.2941,0,0.0,18,0.5294,1,0,8,9,0
2001,20,Prost,34,17,4.0,0.2353,16.2647,12.5588,3.7059,0,0.0,12,0.3529,0,0,9,4,0
2000,20,Prost,33,17,0.0,0.0,16.8788,15.8788,1.0,0,0.0,23,0.697,0,0,11,0,0
2000,1,McLaren,34,17,162.0,9.5294,2.6176,5.0,-2.3824,0,0.0,6,0.1765,22,7,2,162,1
2000,17,Jordan,34,17,17.0,1.0,7.7059,13.2647,-5.5588,0,0.0,18,0.5294,2,0,6,17,0
2000,3,Williams,34,17,36.0,2.1176,10.1471,10.4412,-0.2941,0,0.0,16,0.4706,3,0,3,36,0
2000,22,Benetton,34,17,20.0,1.1765,11.7353,11.6471,0.0882,0,0.0,11,0.3235,3,0,4,20,0
2000,6,Ferrari,34,17,170.0,10.0,3.4118,5.7941,-2.3824,0,0.0,8,0.2353,21,10,1,170,0
2000,16,BAR,34,17,20.0,1.1765,11.4706,10.6471,0.8235,0,0.0,12,0.3529,0,0,5,20,0
2000,21,Arrows,34,17,7.0,0.4118,13.8824,15.2353,-1.3529,0,0.0,21,0.6176,0,0,7,7,0
2000,18,Minardi,34,17,0.0,0.0,21.0294,13.9118,7.1176,0,0.0,14,0.4118,0,0,10,0,0
2000,19,Jaguar,34,17,4.0,0.2353,12.2353,12.6176,-0.3824,0,0.0,13,0.3824,0,0,9,4,0
2000,15,Sauber,34,17,6.0,0.3529,13.9706,11.8824,2.0882,0,0.0,12,0.3529,0,0,8,6,0
1999,1,McLaren,32,16,124.0,7.75,2.5,7.75,-5.25,0,0.0,12,0.375,16,7,2,124,1
1999,20,Prost,32,16,9.0,0.5625,11.5312,12.7188,-1.1875,0,0.0,15,0.4688,1,0,7,9,0
1999,22,Benetton,32,16,16.0,1.0,11.4375,11.625,-0.1875,0,0.0,14,0.4375,1,0,6,16,0
1999,24,Stewart,32,16,36.0,2.25,8.8125,11.125,-2.3125,0,0.0,15,0.4688,4,1,4,36,0
1999,3,Williams,32,16,35.0,2.1875,11.3438,10.7188,0.625,0,0.0,15,0.4688,3,0,5,35,0
1999,6,Ferrari,32,16,128.0,8.0,5.2812,5.3438,-0.0625,0,0.0,4,0.125,17,6,1,128,0
1999,16,BAR,32,16,0.0,0.0,13.0312,14.5938,-1.5625,0,0.0,23,0.7188,0,0,11,0,0
1999,21,Arrows,32,16,1.0,0.0625,20.0625,14.9375,5.125,0,0.0,23,0.7188,0,0,9,1,0
1999,18,Minardi,32,16,1.0,0.0625,20.3438,13.8438,6.5,0,0.0,16,0.5,0,0,10,1,0
1999,17,Jordan,32,16,61.0,3.8125,7.5312,9.875,-2.3438,0,0.0,14,0.4375,6,2,3,61,0
1999,15,Sauber,32,16,5.0,0.3125,13.6875,13.9688,-0.2812,0,0.0,21,0.6562,0,0,8,5,0
1998,1,McLaren,32,16,156.0,9.75,2.4062,5.625,-3.2188,0,0.0,7,0.2188,20,9,1,156,1
1998,20,Prost,32,16,1.0,0.0625,14.375,14.0938,0.2812,0,0.0,17,0.5312,0,0,9,1,0
1998,22,Benetton,32,16,33.0,2.0625,7.9062,9.125,-1.2188,0,0.0,10,0.3125,2,0,5,33,0
1998,24,Stewart,32,16,5.0,0.3125,15.375,14.6875,0.6875,0,0.0,20,0.625,0,0,8,5,0
1998,17,Jordan,32,16,34.0,2.125,8.8438,10.9375,-2.0938,0,0.0,13,0.4062,3,1,4,34,0
1998,6,Ferrari,32,16,133.0,8.3125,4.25,5.4062,-1.1562,0,0.0,6,0.1875,19,6,2,133,0
1998,3,Williams,32,16,38.0,2.375,7.0625,8.4688,-1.4062,0,0.0,8,0.25,3,0,3,38,0
1998,15,Sauber,32,16,10.0,0.625,11.125,11.3438,-0.2188,0,0.0,14,0.4375,1,0,6,10,0
1998,21,Arrows,32,16,6.0,0.375,15.9062,16.0625,-0.1562,0,0.0,22,0.6875,0,0,7,6,0
1998,25,Tyrrell,29,16,0.0,0.0,17.3793,15.5517,1.8276,0,0.0,17,0.5862,0,0,11,0,0
1998,18,Minardi,32,16,0.0,0.0,20.0625,14.5938,5.4688,0,0.0,19,0.5938,0,0,10,0,0
1997,1,McLaren,34,17,63.0,3.7059,6.7059,10.3824,-3.6765,0,0.0,17,0.5,7,3,4,63,1
1997,18,Minardi,34,17,0.0,0.0,19.2941,15.9412,3.3529,0,0.0,18,0.5294,0,0,11,0,0
1997,17,Jordan,34,17,33.0,1.9412,8.4412,11.0,-2.5588,0,0.0,14,0.4118,3,0,5,33,0
1997,24,Stewart,34,17,6.0,0.3529,13.4706,15.7647,-2.2941,0,0.0,28,0.8235,1,0,9,6,0
1997,6,Ferrari,34,17,102.0,6.0,6.5,8.7353,-2.2353,0,0.0,11,0.3235,13,5,2,102,0
1997,3,Williams,34,17,123.0,7.2353,2.8529,7.6471,-4.7941,0,0.0,12,0.3529,15,8,1,123,0
1997,20,Prost,34,17,21.0,1.2353,12.9118,11.2059,1.7059,0,0.0,14,0.4118,2,0,6,21,0
1997,25,Tyrrell,34,17,2.0,0.1176,19.3235,13.3529,5.9706,0,0.0,18,0.5294,0,0,10,2,0
1997,22,Benetton,34,17,67.0,3.9412,8.5882,7.5,1.0882,0,0.0,6,0.1765,8,1,3,67,0
1997,21,Arrows,34,17,9.0,0.5294,14.5,14.0294,0.4706,0,0.0,19,0.5588,1,0,8,9,0
1997,15,Sauber,34,17,16.0,0.9412,12.7353,10.9412,1.7941,0,0.0,11,0.3235,1,0,7,16,0
1997,26,Lola,2,1,0.0,0.0,23.5,23.5,0.0,0,0.0,2,1.0,0,0,12,0,0
1996,1,McLaren,32,16,49.0,3.0625,7.4375,8.8125,-1.375,0,0.0,12,0.375,6,0,4,49,1
1996,18,Minardi,32,16,0.0,0.0,17.2188,14.75,2.4688,0,0.0,20,0.625,0,0,10,0,0
1996,17,Jordan,32,16,22.0,1.375,9.5938,10.2188,-0.625,0,0.0,15,0.4688,0,0,5,22,0
1996,6,Ferrari,32,16,70.0,4.375,5.25,9.875,-4.625,0,0.0,18,0.5625,9,3,2,70,0
1996,3,Williams,32,16,175.0,10.9375,2.25,4.8438,-2.5938,0,0.0,8,0.25,21,12,1,175,0
1996,27,Ligier,32,16,15.0,0.9375,14.4375,11.875,2.5625,0,0.0,17,0.5312,1,1,6,15,0
1996,15,Sauber,32,16,11.0,0.6875,11.75,11.6562,0.0938,0,0.0,19,0.5938,1,0,7,11,0
1996,29,Footwork,32,16,1.0,0.0625,16.5625,14.5,2.0625,0,0.0,20,0.625,0,0,9,1,0
1996,22,Benetton,32,16,68.0,4.25,5.3125,7.9375,-2.625,0,0.0,13,0.4062,10,0,3,68,0
1996,25,Tyrrell,32,16,5.0,0.3125,14.1562,12.6875,1.4688,0,0.0,19,0.5938,0,0,8,5,0
1996,28,Forti,20,10,0.0,0.0,21.15,18.05,3.1,0,0.0,17,0.85,0,0,11,0,0
1995,3,Williams,34,17,118.0,6.9412,2.5588,9.0882,-6.5294,0,0.0,15,0.4412,17,5,2,118,0
1995,17,Jordan,34,17,21.0,1.2353,8.5588,12.2059,-3.6471,0,0.0,18,0.5294,2,0,6,21,0
1995,22,Benetton,34,17,147.0,8.6471,5.1471,6.6765,-1.5294,0,0.0,9,0.2647,15,11,1,147,0
1995,27,Ligier,34,17,24.0,1.4118,11.6471,11.5882,0.0588,0,0.0,15,0.4412,2,0,5,24,0
1995,15,Sauber,34,17,18.0,1.0588,13.5588,11.7941,1.7647,0,0.0,13,0.3824,1,0,7,18,0
1995,31,Simtek,10,5,0.0,0.0,20.5,19.1,1.4,0,0.0,7,0.7,0,0,13,0,0
1995,6,Ferrari,34,17,73.0,4.2941,4.6176,9.6176,-5.0,0,0.0,15,0.4412,11,1,3,73,0
1995,1,McLaren,34,17,30.0,1.7647,9.6471,12.8235,-3.1765,0,0.0,16,0.4706,2,0,4,30,1
1995,25,Tyrrell,34,17,5.0,0.2941,15.0882,13.5588,1.5294,0,0.0,17,0.5,0,0,9,5,0
1995,28,Forti,34,17,0.0,0.0,22.7647,16.4706,6.2941,0,0.0,22,0.6471,0,0,11,0,0
1995,18,Minardi,34,17,1.0,0.0588,17.1176,13.9706,3.1471,0,0.0,15,0.4412,0,0,10,1,0
1995,29,Footwork,34,17,5.0,0.2941,17.7353,15.8824,1.8529,0,0.0,21,0.6176,1,0,8,5,0
1995,30,Pacific,34,17,0.0,0.0,22.3235,18.2059,4.1176,0,0.0,28,0.8235,0,0,12,0,0
1994,17,Jordan,32,16,28.0,1.75,9.4375,13.9062,-4.4688,0,0.0,19,0.5938,1,0,5,28,0
1994,22,Benetton,32,16,103.0,6.4375,6.9688,10.5,-3.5312,0,0.0,15,0.4688,12,8,2,103,0
1994,27,Ligier,32,16,13.0,0.8125,16.6562,10.8125,5.8438,0,0.0,6,0.1875,2,0,6,13,0
1994,15,Sauber,31,16,12.0,0.75,10.8065,15.871,-5.0645,0,0.0,20,0.6452,0,0,8,12,0
1994,6,Ferrari,32,16,71.0,4.4375,5.8438,11.3125,-5.4688,0,0.0,15,0.4688,11,1,3,71,0
1994,1,McLaren,32,16,42.0,2.625,8.7812,12.25,-3.4688,0,0.0,20,0.625,8,0,4,42,1
1994,32,Team Lotus,32,16,0.0,0.0,20.2188,15.0625,5.1562,0,0.0,13,0.4062,0,0,12,0,0
1994,3,Williams,31,16,118.0,7.375,3.2581,8.1935,-4.9355,0,0.0,12,0.3871,13,7,1,118,0
1994,25,Tyrrell,32,16,13.0,0.8125,11.9062,14.7812,-2.875,0,0.0,22,0.6875,1,0,7,13,0
1994,29,Footwork,32,16,9.0,0.5625,15.125,14.4375,0.6875,0,0.0,20,0.625,0,0,9,9,0
1994,30,Pacific,32,16,0.0,0.0,6.3125,25.7188,-19.4062,0,0.0,32,1.0,0,0,14,0,0
1994,18,Minardi,32,16,5.0,0.3125,16.9688,14.6875,2.2812,0,0.0,17,0.5312,0,0,10,5,0
1994,33,Larrousse,32,16,2.0,0.125,21.1562,16.875,4.2812,0,0.0,20,0.625,0,0,11,2,0
1994,31,Simtek,30,16,0.0,0.0,23.2667,16.9333,6.3333,0,0.0,18,0.6,0,0,13,0,0
1993,17,Jordan,32,16,3.0,0.1875,17.5312,16.7812,0.75,0,0.0,19,0.5938,0,0,11,3,0
1993,22,Benetton,32,16,72.0,4.5,5.6875,9.9375,-4.25,0,0.0,15,0.4688,11,1,3,72,0
1993,6,Ferrari,32,16,28.0,1.75,8.4375,13.0938,-4.6562,0,0.0,19,0.5938,3,0,4,28,0
1993,32,Team Lotus,32,16,12.0,0.75,16.4062,14.2188,2.1875,0,0.0,21,0.6562,0,0,6,12,0
1993,26,Lola,28,14,0.0,0.0,18.1071,18.0,0.1071,0,0.0,18,0.6429,0,0,12,0,0
1993,3,Williams,32,16,168.0,10.5,1.8125,5.5,-3.6875,0,0.0,7,0.2188,22,10,1,168,0
1993,25,Tyrrell,32,16,0.0,0.0,20.8125,17.9375,2.875,0,0.0,22,0.6875,0,0,13,0,0
1993,27,Ligier,32,16,23.0,1.4375,11.625,11.8438,-0.2188,0,0.0,15,0.4688,3,0,5,23,0
1993,29,Footwork,32,16,4.0,0.25,13.5938,14.9375,-1.3438,0,0.0,19,0.5938,0,0,9,4,0
1993,15,Sauber,32,16,12.0,0.75,11.5312,13.7188,-2.1875,0,0.0,20,0.625,0,0,7,12,0
1993,33,Larrousse,32,16,3.0,0.1875,16.9062,13.4688,3.4375,0,0.0,13,0.4062,0,0,10,3,0
1993,1,McLaren,32,16,84.0,5.25,6.1875,11.5312,-5.3438,0,0.0,15,0.4688,9,5,2,84,1
1993,18,Minardi,32,16,7.0,0.4375,20.1875,13.5938,6.5938,0,0.0,16,0.5,0,0,8,7,0
1992,22,Benetton,32,16,91.0,5.6875,6.0312,8.0,-1.9688,0,0.0,9,0.2812,13,1,3,91,0
1992,6,Ferrari,32,16,21.0,1.3125,9.1875,14.6562,-5.4688,0,0.0,21,0.6562,2,0,4,21,0
1992,32,Team Lotus,32,16,13.0,0.8125,12.7812,15.0,-2.2188,0,0.0,19,0.5938,0,0,5,13,0
1992,1,McLaren,32,16,99.0,6.1875,3.6875,10.4062,-6.7188,0,0.0,14,0.4375,12,5,2,99,1
1992,33,Larrousse,32,16,1.0,0.0625,17.5312,17.875,-0.3438,0,0.0,24,0.75,0,0,13,1,0
1992,18,Minardi,32,16,1.0,0.0625,15.9062,17.5625,-1.6562,0,0.0,18,0.5625,0,0,12,1,0
1992,29,Footwork,32,16,6.0,0.375,14.8125,12.6875,2.125,0,0.0,9,0.2812,0,0,7,6,0
1992,37,March,32,16,3.0,0.1875,15.2188,17.3438,-2.125,0,0.0,17,0.5312,0,0,9,3,0
1992,35,Dallara,32,16,2.0,0.125,17.4688,13.4375,4.0312,0,0.0,15,0.4688,0,0,10,2,0
1992,3,Williams,32,16,164.0,10.25,1.8438,6.4688,-4.625,0,0.0,10,0.3125,21,10,1,164,0
1992,36,Fondmetal,26,13,0.0,0.0,13.7692,21.8077,-8.0385,0,0.0,24,0.9231,0,0,14,0,0
1992,27,Ligier,32,16,6.0,0.375,12.9688,14.125,-1.1562,0,0.0,17,0.5312,0,0,8,6,0
1992,25,Tyrrell,32,16,8.0,0.5,16.1875,15.7188,0.4688,0,0.0,21,0.6562,0,0,6,8,0
1992,17,Jordan,32,16,1.0,0.0625,17.4062,18.9688,-1.5625,0,0.0,23,0.7188,0,0,11,1,0
1992,34,Brabham,21,11,0.0,0.0,3.6667,26.9048,-23.2381,0,0.0,18,0.8571,0,0,15,0,0
1992,38,Andrea Moda,15,8,0.0,0.0,1.7333,30.1333,-28.4,0,0.0,15,1.0,0,0,,,0
1991,6,Ferrari,32,16,55.0,3.4375,5.4375,11.7812,-6.3438,0,0.0,16,0.5,8,0,3,56,0
1991,32,Team Lotus,32,16,3.0,0.1875,16.6562,18.2188,-1.5625,0,0.0,19,0.5938,0,0,9,3,0
1991,1,McLaren,32,16,139.0,8.6875,2.875,7.4688,-4.5938,0,0.0,10,0.3125,18,8,1,139,1
1991,40,Lambo,32,16,0.0,0.0,4.0,28.125,-24.125,0,0.0,29,0.9062,0,0,15,0,0
1991,18,Minardi,32,16,6.0,0.375,15.0312,14.6875,0.3438,0,0.0,18,0.5625,0,0,7,6,0
1991,34,Brabham,32,16,3.0,0.1875,15.0312,16.6875,-1.6562,0,0.0,18,0.5625,0,0,10,3,0
1991,33,Larrousse,6,3,1.0,0.3333,11.3333,22.1667,-10.8333,0,0.0,5,0.8333,0,0,13,1,0
1991,22,Benetton,32,16,39.0,2.4375,8.4062,10.5938,-2.1875,0,0.0,12,0.375,3,1,4,38,0
1991,17,Jordan,32,16,13.0,0.8125,13.375,13.1875,0.1875,0,0.0,16,0.5,0,0,5,13,0
1991,3,Williams,32,16,125.0,7.8125,3.2188,8.3125,-5.0938,0,0.0,12,0.375,17,7,2,125,0
1991,39,AGS,28,14,0.0,0.0,2.5,28.7143,-26.2143,0,0.0,27,0.9643,0,0,16,0,0
1991,27,Ligier,32,16,0.0,0.0,18.5625,15.4375,3.125,0,0.0,15,0.4688,0,0,14,0,0
1991,29,Footwork,32,16,0.0,0.0,8.75,24.875,-16.125,0,0.0,28,0.875,0,0,18,0,0
1991,35,Dallara,32,16,5.0,0.3125,13.7188,16.625,-2.9062,0,0.0,18,0.5625,1,0,8,5,0
1991,41,Leyton House,32,16,1.0,0.0625,15.0938,16.9375,-1.8438,0,0.0,22,0.6875,0,0,11,1,0
1991,36,Fondmetal,16,16,0.0,0.0,8.5625,25.125,-16.5625,0,0.0,13,0.8125,0,0,17,0,0
1991,25,Tyrrell,32,16,12.0,0.75,12.7812,14.5938,-1.8125,0,0.0,16,0.5,1,0,6,12,0
1991,42,Coloni,15,15,0.0,0.0,0.0,33.4,-33.4,0,0.0,15,1.0,0,0,19,0,0
1991,26,Lola,26,13,1.0,0.0769,17.2308,21.1923,-3.9615,0,0.0,24,0.9231,0,0,12,1,0
1990,25,Tyrrell,32,16,16.0,1.0,9.9375,15.0312,-5.0938,0,0.0,18,0.5625,2,0,5,16,0
